Index,Date_first_measurements_taken,Specimen_ID,Taxon,Tip_label,Added?,Sources_for_phylogenetic_placement,MajorClade,Subclade,Subgroup1,Subgroup2,Neonate?,Specimen_type,Morphosource_ark,Flipper_status,Ecotype1,Ecotype2,Ecotype3,Ecotype_references,IUCN_cat,IUCN_source,fore_type,hind_type,f_subtype,h_subtype,Limb_type_references,Skull present?,Limb Articulated?,Photographable?,TO PHOTOGRAPH?,Photo credit,First_occurrence (mya),last_occurrence (mya),Citation for occurrences,Notes on occurrences,Limb_region_measurement_method,Length_units,Included_unguals?,Humerus,Radius,Ulna,EFZL,Hand,f_AZR,f_SZR,f_ASR,f_AnAR,Femur,Tibia,Foot,h_AZR,h_SZR,h_ASR,h_AnAR,Limb_region_measurement_notes,Acropod_LM_measurement_method,mD_Antmost,mD_Postmost,mD_Longest,mD_Symmetry_index1,mD_Symmetry_index2,pD_Antmost,pD_Postmost,pD_Longest,pD_Symmetry_index1,pD_Symmetry_index2,mD3_up_Height,mD3_up_TopLength,mD3_up_BottomLength,mD3_up_FI1,mD3_up_FI2,mD3_up_FI3,pD3_up_Height,pD3_up_TopLength,pD3_up_BottomLength,pD3_up_FI1,pD3_up_FI2,pD3_up_FI3,Ungual_measurement_notes,mD3_proxp_Length,mD3_proxp_ProxWidth,mD3_proxp_DistWidth,mD3_proxp_Length/DistWidth,mD3_proxp_WidthRatios,pD3_proxp_Length,pD3_proxp_ProxWidth,pD3_proxp_DistWidth,pD3_proxp_Length/DistWidth,pD3_proxp_WidthRatios,proxp_measurement_notes
r-c014,2/18/20,YPM_HERR_015180,Chelydra_serpentina,Chelydra_serpentina__YPM_HERR_015180,Yes,Thomson et al. 2021 [https://doi.org/10.1073/pnas.2012215118],Pan-Reptilia,Testudines,Cryptodira,Chelydroidea,No,"Recent, original skeleton",NA,Non-flippered,Moderately Aquatic,small or slow-moving water bodies,terrestrial/freshwater,"Chelydra resides on the bottoms of shallow freshwater basins and seldom bask out of the water, but will make extended overland journeys to find nesting sites (Obbard and Brooks 1980 [http://www.jstor.com/stable/3891480]; Whitfield and Luhring 2009 [https://doi.org/10.1016/B978-012370626-3.00197-6]; Vitt and Caldwell 2014, p. 534, Chelydridae  [in Vitt LJ, Caldwell JP (2014) Herpetology: An Introductory Biology of Amphibians and Reptiles, Fourth Edition. Elsevier: Amsterdam. 757 pp.])",LC,van Dijk 2012 (Chelydra serpentina: http://dx.doi.org/10.2305/IUCN.UK.2012.RLTS.T163424A18547887.en),Webbed,Webbed,"Complete, extensive","Complete, extensive","Chelydra species scored as having complete, extensive webbing, based on stage 25 embryos figured in Yntema 1968 [https://doi.org/10.1002/jmor.1051250207], plate 10.",No,Yes,No,No,NA,10.3,0,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=105357&is_real_user=1),Extant,Calipers,mm,Digit-dependent (all digits except pD5 are clawed),54,32,34,33,26,0.79,1.64,0.48,0.65,56,43,38,0.88,1.3,0.68,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-c015,2/18/20,YPM_HERR_010843,Apalone_spinifera,Apalone_spinifera__YPM_HERR_010843,Yes,Thomson et al. 2021 [https://doi.org/10.1073/pnas.2012215118],Pan-Reptilia,Testudines,Cryptodira,Trionychia,No,"Recent, original skeleton",NA,Ambiguous,Highly Aquatic,small or slow-moving water bodies,predominantly freshwater,"This species routinely basks and nests on land, and may travel several hundred meters overland to reach the nesting site, but it spends the vast majority of its time in the water; although it is reported to sometimes inhabit fast-moving rivers, Apalone spinifera seems to predominantly occupy shallower, more slow-moving waters (Vitt and Caldwell 2014, p. 531: Trionychinae [in Vitt LJ, Caldwell JP (2014) Herpetology: An Introductory Biology of Amphibians and Reptiles, Fourth Edition. Elsevier: Amsterdam. 757 pp.]; Joyce and Gauthier 2004 [https://doi.org/10.1098/rspb.2003.2523]; van Dijk  2011 [https://dx.doi.org/10.2305/IUCN.UK.2011-1.RLTS.T163451A5607536.en]).",LC,van Dijk 2011 (Apalone spinifera: http://dx.doi.org/10.2305/IUCN.UK.2011-1.RLTS.T163451A5607536.en),Webbed,Webbed,Weakly Flippered,Weakly Flippered,Fluid-preserved specimen YPM_R_10088 and research-grade iNaturalist observations (https://www.inaturalist.org/observations/151938636; https://www.inaturalist.org/observations/151314935) show that this species has soft-tissue paddles encompassing the zeugopodium. Online clips (https://www.youtube.com/watch?v=thbo70OUW74; https://www.youtube.com/shorts/L8YFNAd1gCI) show that its digits are independently mobile and visibly distinguishable.,No,Yes,No,No,NA,10.3,0,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=121526&is_real_user=1),Extant,Calipers,mm,Digit-dependent,57,32,30,31,48,1.55,1.84,0.84,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-c016,2/18/20,YPM_HERR_010572,Chelydra_serpentina,Chelydra_serpentina__YPM_HERR_010572,Yes,Thomson et al. 2021 [https://doi.org/10.1073/pnas.2012215118],Pan-Reptilia,Testudines,Cryptodira,Chelydroidea,No,"Recent, original skeleton",NA,Non-flippered,Moderately Aquatic,small or slow-moving water bodies,terrestrial/freshwater,"Chelydra resides on the bottoms of shallow freshwater basins and seldom bask out of the water, but will make extended overland journeys to find nesting sites (Obbard and Brooks 1980 [http://www.jstor.com/stable/3891480]; Whitfield and Luhring 2009 [https://doi.org/10.1016/B978-012370626-3.00197-6]; Vitt and Caldwell 2014, p. 534, Chelydridae  [in Vitt LJ, Caldwell JP (2014) Herpetology: An Introductory Biology of Amphibians and Reptiles, Fourth Edition. Elsevier: Amsterdam. 757 pp.])",LC,van Dijk 2012 (Chelydra serpentina: http://dx.doi.org/10.2305/IUCN.UK.2012.RLTS.T163424A18547887.en),Webbed,Webbed,"Complete, extensive","Complete, extensive","Chelydra species scored as having complete, extensive webbing, based on stage 25 embryos figured in Yntema 1968 [https://doi.org/10.1002/jmor.1051250207], plate 10.",No,Yes,Yes,No,NA,10.3,0,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=105357&is_real_user=1),Extant,Calipers,mm,No,58,34,36,35,25,0.71,1.66,0.43,0.59,60,45,36,0.8,1.33,0.6,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-c017,2/18/20,YPM_HERR_019148,Chelonia_mydas,Chelonia_mydas__YPM_HERR_019148,Yes,Thomson et al. 2021 [https://doi.org/10.1073/pnas.2012215118],Pan-Reptilia,Testudines,Cryptodira,Chelonioidea,No,"Recent, original skeleton",NA,Flippered,Highly Aquatic,large or fast-moving water bodies,predominantly marine,"All chelonioids are highly adapted to an aquatic lifestyle, and spend the vast majority of their lives in the water, but nevertheless spend an extended period of time on land at least once each breeding season to nest on shorelines, over which they may travel great distances (Vitt and Caldwell 2014, p. 531, Cheloniidae [in Vitt LJ, Caldwell JP (2014) Herpetology: An Introductory Biology of Amphibians and Reptiles, Fourth Edition. Elsevier: Amsterdam. 757 pp.]). As a result, we consider them ""Highly"" rather than ""Fully"" aquatic.",EN,Seminoff 2004 (Chelonia mydas: http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T4615A11037468.en),Flippered,Flippered,Strongly Flippered,Strongly Flippered,"All crown chelonioids (“sea turtles”) were scored as having strongly flippered fore- and hindlimbs, following Wyneken 2001 [Wyneken J (2001). The anatomy of sea turtles. Seattle, WA: U.S. Department of Commerce NOAA Technical Memorandum NMFS-SEFSC-470.]. This was supported by direct observation of fluid-preserved specimen YPM_R_02957 (Caretta caretta).",Yes,Yes,No,No,NA,0.3,0,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=173399&is_real_user=1),Extant,Calipers,mm,Digit-dependent,37,30,19,24.5,62,2.53,1.51,1.68,2.16,21,21,36,1.71,1,1.71,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-c018,2/18/20,YPM_VP_065870,Eichstaettisaurus_schroederi,Eichstaettisaurus_schroederi__YPM_VP_065870,Yes,Simões et al. 2020 [https://doi.org/10.1186/s12915-020-00901-5],Pan-Reptilia,Lepidosauromorpha,Gekkonomorpha,NA,No,"Fossil, cast",NA,Non-flippered,Data Deficient,data deficient,data deficient,"The limb morphology of this taxon alludes to a predominantly terrestrial arboreal/scansorial lifestyle (Simões et al. 2017: Zool J Linn Soc), but we cannot rule out a Transiently Aquatic lifestyle. As a result, its ecotype remains ambiguous.",NA,NA (fossil taxon: not Recent),"Unclear, terr.","Unclear, terr.","Unclear, terr.","Unclear, terr.",NA,Yes,Yes,Yes,Done,Caleb Gordon,150.8,145,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=37893&is_real_user=1),NA,Calipers,mm,No,10,7.3,6.4,6.85,6.9,1.01,1.46,0.69,0.87,14,9.5,10,1.05,1.47,0.71,0.85,"For femur, did proxmost point along anterior margin to distmost point along same margin. Hand length taken on ImageJ (original caliper measurement included ungual). This specimen is a cast of the holotype, BSPG 1937 I 1a (Simões et al. 2017 [https://doi.org/10.1111/zoj.12487]: Zool J Linn Soc).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-c019,Week of 3/3/2020,AMNH_FARB_01966,Ichthyosaurus_sp,Ichthyosaurus_sp__AMNH_FARB_01966,Yes,"Moon 2017 [https://doi.org/10.1080/14772019.2017.1394922]. Note that we assume monophyly of Ichthyosaurus genus here, which is highly dubious. The actual topology of this specimen within Neoichthyosauria remains unclear and requires clarification. ",Pan-Reptilia,Euryapsida,Ichthyosauromorpha,Ichthyosauria,No,"Fossil, cast",NA,Flippered,Fully Aquatic,large or fast-moving water bodies,predominantly marine,"It is typically assumed that all the fully flippered and demonstrably viviparous marine reptiles of the Mesozoic (e.g., ichthyosaurs, plesiosaurs, and mosasaurines) could not travel on land, or seldom did so without great difficulty. For explicit allusions to this view, see Romer and Parsons 1986, p. 73 [Romer AS, Parsons TS (1986). The Vertebrate Body, Sixth Edition (First Edition 1949). CBS College Publishing: New York. 679 pp.]; Thewissen and Taylor 2007 [Thewiseen JGM, Taylor MA (2007). Aquatic Adaptations in the Limbs of Amniotes. Chapter 18, in: Hall BK (ed.), Fins into Limbs: Evolution, Development, and Transformation. The University of Chicago Press: Chicago. pp. 310–322]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]. Under this plausible assumption, we classify all ichthyosaurs, plesiosaurs, and mosasaurines as “Fully Aquatic.”",NA,NA (fossil taxon: not Recent),Flippered,Flippered,Strongly Flippered,Strongly Flippered,"All ichthyosaurs are commonly described as having fully flippered fore- and hindlimbs (eg, Romer 1956 [Romer AS (1956). Osteology of the Reptiles, 1997 Reprint Edition. University of Chicago Press: Chicago. 772 pp.]; Caldwell 2002 [https://doi/org/10.1002/ajmg.10773]; Motani 2005 [https://doi.org/10.1671/0272-4634(2005)025[0462:DTMIAD]2.0.CO;2]; Maxwell 2012 [https://doi.org/10.1002/jez.b.22459]; Gutarra and Rahman 2021 [https://doi.org/10.1111/brv.12790]); Eriksson et al. 2022 [https://doi.org/10.1016/j.earscirev.2022.103965]. These flippers were highly integrated structures [Fernández et al. 2020 [http://dx.doi.org/10.1098/rsbl.2020.0281], and presumably encased in dense connective tissue like those of modern-day cetaceans (Eriksson et al. 2022 [https://doi.org/10.1016/j.earscirev.2022.103965]), so that their digits were not independently mobile.",No,Yes,Yes,No,NA,208.5,183,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=36558&is_real_user=1),"Many species were historically labeled ""Ichthyosaurus"", but today this genus only contains 4–5 valid species: I. communis, I. breviceps, I. conybeari, I. anningae, and perhaps I. intermedius (Lomax and Massare 2015 [https://doi.org/10.1080/02724634.2014.903260]). Only entries for these five species were considered in setting the occurrence range shown left.",Calipers,mm,Yes,72,22,20,21,44,2.1,3.43,0.61,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-c020,Week of 3/3/2020,AMNH_FARB_04910,Ichthyosaurus_communis,Ichthyosaurus_communis__AMNH_FARB_04910,Yes,Moon 2017 [https://doi.org/10.1080/14772019.2017.1394922],Pan-Reptilia,Euryapsida,Ichthyosauromorpha,Ichthyosauria,No,"Fossil, cast",NA,Flippered,Fully Aquatic,large or fast-moving water bodies,predominantly marine,"It is typically assumed that all the fully flippered and demonstrably viviparous marine reptiles of the Mesozoic (e.g., ichthyosaurs, plesiosaurs, and mosasaurines) could not travel on land, or seldom did so without great difficulty. For explicit allusions to this view, see Romer and Parsons 1986, p. 73 [Romer AS, Parsons TS (1986). The Vertebrate Body, Sixth Edition (First Edition 1949). CBS College Publishing: New York. 679 pp.]; Thewissen and Taylor 2007 [Thewiseen JGM, Taylor MA (2007). Aquatic Adaptations in the Limbs of Amniotes. Chapter 18, in: Hall BK (ed.), Fins into Limbs: Evolution, Development, and Transformation. The University of Chicago Press: Chicago. pp. 310–322]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]. Under this plausible assumption, we classify all ichthyosaurs, plesiosaurs, and mosasaurines as “Fully Aquatic.”",NA,NA (fossil taxon: not Recent),Flippered,Flippered,Strongly Flippered,Strongly Flippered,"All ichthyosaurs are commonly described as having fully flippered fore- and hindlimbs (eg, Romer 1956 [Romer AS (1956). Osteology of the Reptiles, 1997 Reprint Edition. University of Chicago Press: Chicago. 772 pp.]; Caldwell 2002 [https://doi/org/10.1002/ajmg.10773]; Motani 2005 [https://doi.org/10.1671/0272-4634(2005)025[0462:DTMIAD]2.0.CO;2]; Maxwell 2012 [https://doi.org/10.1002/jez.b.22459]; Gutarra and Rahman 2021 [https://doi.org/10.1111/brv.12790]); Eriksson et al. 2022 [https://doi.org/10.1016/j.earscirev.2022.103965]. These flippers were highly integrated structures [Fernández et al. 2020 [http://dx.doi.org/10.1098/rsbl.2020.0281], and presumably encased in dense connective tissue like those of modern-day cetaceans (Eriksson et al. 2022 [https://doi.org/10.1016/j.earscirev.2022.103965]), so that their digits were not independently mobile.",No,Yes,Yes,No,NA,201.3,183,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=95786&is_real_user=1),NA,Calipers,mm,Yes,126,58,73,65.5,223,3.4,1.92,1.77,2.6,NA,NA,NA,NA,NA,NA,NA,Part of Ulna missing but not enough to affect measurement (distalmost paortion and distal bulge still present).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-c021,Week of 3/3/2020,AMNH_FARB_01965,Ichthyosaurus_sp,Ichthyosaurus_sp__AMNH_FARB_01965,Yes,"Moon 2017 [https://doi.org/10.1080/14772019.2017.1394922]. Note that we assume monophyly of Ichthyosaurus genus here, which is highly dubious. The actual topology of this specimen within Neoichthyosauria remains unclear and requires clarification. ",Pan-Reptilia,Euryapsida,Ichthyosauromorpha,Ichthyosauria,No,"Fossil, cast",NA,Flippered,Fully Aquatic,large or fast-moving water bodies,predominantly marine,"It is typically assumed that all the fully flippered and demonstrably viviparous marine reptiles of the Mesozoic (e.g., ichthyosaurs, plesiosaurs, and mosasaurines) could not travel on land, or seldom did so without great difficulty. For explicit allusions to this view, see Romer and Parsons 1986, p. 73 [Romer AS, Parsons TS (1986). The Vertebrate Body, Sixth Edition (First Edition 1949). CBS College Publishing: New York. 679 pp.]; Thewissen and Taylor 2007 [Thewiseen JGM, Taylor MA (2007). Aquatic Adaptations in the Limbs of Amniotes. Chapter 18, in: Hall BK (ed.), Fins into Limbs: Evolution, Development, and Transformation. The University of Chicago Press: Chicago. pp. 310–322]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]. Under this plausible assumption, we classify all ichthyosaurs, plesiosaurs, and mosasaurines as “Fully Aquatic.”",NA,NA (fossil taxon: not Recent),Flippered,Flippered,Strongly Flippered,Strongly Flippered,"All ichthyosaurs are commonly described as having fully flippered fore- and hindlimbs (eg, Romer 1956 [Romer AS (1956). Osteology of the Reptiles, 1997 Reprint Edition. University of Chicago Press: Chicago. 772 pp.]; Caldwell 2002 [https://doi/org/10.1002/ajmg.10773]; Motani 2005 [https://doi.org/10.1671/0272-4634(2005)025[0462:DTMIAD]2.0.CO;2]; Maxwell 2012 [https://doi.org/10.1002/jez.b.22459]; Gutarra and Rahman 2021 [https://doi.org/10.1111/brv.12790]); Eriksson et al. 2022 [https://doi.org/10.1016/j.earscirev.2022.103965]. These flippers were highly integrated structures [Fernández et al. 2020 [http://dx.doi.org/10.1098/rsbl.2020.0281], and presumably encased in dense connective tissue like those of modern-day cetaceans (Eriksson et al. 2022 [https://doi.org/10.1016/j.earscirev.2022.103965]), so that their digits were not independently mobile.",Yes,Yes,Yes,No,NA,208.5,183,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=36558&is_real_user=1),"Many species were historically labeled ""Ichthyosaurus"", but today this genus only contains 4–5 valid species: I. communis, I. breviceps, I. conybeari, I. anningae, and perhaps I. intermedius (Lomax and Massare 2015 [https://doi.org/10.1080/02724634.2014.903260]). Only entries for these five species were considered in setting the occurrence range shown left.",Calipers,mm,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,11,28,2.55,3,0.85,1.27,NA. Forelimb elements present but disarticulated.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-c022,Week of 3/3/2020,AMNH_FARB_32952,Sciurumimus_albersdoerferi,Sciurumimus_albersdoerferi__AMNH_FARB_32952,Yes,Sues 2019 [Sues H-D (2019). The Rise of Reptiles: 320 Million Years of Evolution. John Hopkins University Press: Baltimore. 385 pp.],Pan-Reptilia,Archosauromorpha,Dinosauria,Theropoda,No,"Fossil, cast",NA,Non-flippered,Data Deficient,data deficient,predominantly marine,"Rauhut et al. 2012: The specimen from which this cast was made has no obvious morphological features suggesting aquatic habits, and probably represents a Terrestrial animal. However, it was recovered from a limestone deposit, and short forays into an aquatic medium cannot be discounted. As a result, the ecotype of this species remains ambiguous.",NA,NA (fossil taxon: not Recent),"Unclear, terr.","Unclear, terr.","Unclear, terr.","Unclear, terr.",NA,Yes,Yes,Yes,No,NA,155.7,150.8,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=240620&is_real_user=1),NA,Calipers,mm,No,26,17,17,17,22,1.29,1.53,0.85,1.1,NA,NA,NA,NA,NA,NA,NA,"The specimen from which this was casted is a juvenile (see Sues 2019, p. 236).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-c023,Week of 3/3/2020,AMNH_FARB_03873,Leptonectes_tenuirostris,Leptonectes_tenuirostris__AMNH_FARB_03873,Yes,Moon 2017 [https://doi.org/10.1080/14772019.2017.1394922],Pan-Reptilia,Euryapsida,Ichthyosauromorpha,Ichthyosauria,No,"Fossil, cast",NA,Flippered,Fully Aquatic,data deficient,predominantly marine,"It is typically assumed that all the fully flippered and demonstrably viviparous marine reptiles of the Mesozoic (e.g., ichthyosaurs, plesiosaurs, and mosasaurines) could not travel on land, or seldom did so without great difficulty. For explicit allusions to this view, see Romer and Parsons 1986, p. 73 [Romer AS, Parsons TS (1986). The Vertebrate Body, Sixth Edition (First Edition 1949). CBS College Publishing: New York. 679 pp.]; Thewissen and Taylor 2007 [Thewiseen JGM, Taylor MA (2007). Aquatic Adaptations in the Limbs of Amniotes. Chapter 18, in: Hall BK (ed.), Fins into Limbs: Evolution, Development, and Transformation. The University of Chicago Press: Chicago. pp. 310–322]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]. Under this plausible assumption, we classify all ichthyosaurs, plesiosaurs, and mosasaurines as “Fully Aquatic.”",NA,NA (fossil taxon: not Recent),Flippered,Flippered,Strongly Flippered,Strongly Flippered,"All ichthyosaurs are commonly described as having fully flippered fore- and hindlimbs (eg, Romer 1956 [Romer AS (1956). Osteology of the Reptiles, 1997 Reprint Edition. University of Chicago Press: Chicago. 772 pp.]; Caldwell 2002 [https://doi/org/10.1002/ajmg.10773]; Motani 2005 [https://doi.org/10.1671/0272-4634(2005)025[0462:DTMIAD]2.0.CO;2]; Maxwell 2012 [https://doi.org/10.1002/jez.b.22459]; Gutarra and Rahman 2021 [https://doi.org/10.1111/brv.12790]); Eriksson et al. 2022 [https://doi.org/10.1016/j.earscirev.2022.103965]. These flippers were highly integrated structures [Fernández et al. 2020 [http://dx.doi.org/10.1098/rsbl.2020.0281], and presumably encased in dense connective tissue like those of modern-day cetaceans (Eriksson et al. 2022 [https://doi.org/10.1016/j.earscirev.2022.103965]), so that their digits were not independently mobile.",Yes,Yes,"Yes, but heavy",No,NA,201.3,174.1,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=170705&is_real_user=1),Referred on The Paleobiology Database to Leptonectes instead of Ichthyosaurus,Calipers,mm,Yes,37,17,16,16.5,59,3.58,2.24,1.59,2.53,24,9.8,20,2.04,2.45,0.83,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-c024,Week of 3/3/2020,AMNH_uncat,Testudinid_sp,Testudinid_sp__AMNH_uncat,Yes,Thomson et al. 2021 [https://doi.org/10.1073/pnas.2012215118],Pan-Reptilia,Testudines,Cryptodira,Testudinoidea,No,"Recent, original skeleton, mounted",NA,Non-flippered,Terrestrial,almost always on land,predominantly marine,"Testudinids are typically described as being fully terrestrial, and (with the possible exception of species in the genus Manouria), we find no written evidence for even transiently aquatic habits in the clade Testudinidae (Vitt and Caldwell 2014, p. 537: Testudinidae [in Vitt LJ, Caldwell JP (2014) Herpetology: An Introductory Biology of Amphibians and Reptiles, Fourth Edition. Elsevier: Amsterdam. 757 pp.]; Natchev et al. 2015 [https://doi.org/10.7717/peerj.1172]; Young et al. 2016 [http://dx.doi.org/10.1098/rsbl.2016.0732]).",NA,NA (species of specimen unresolved),Unwebbed,Unwebbed,Stubbed,Stubbed,"Testudinoids scored based on taxidermied adult Geochelone gigantea specimen YPM_HERR_016084, fluid-preserved testudinid specimens (Geochelone carbonaria: YPM_HERR_005961; Gopherus polyphemus: YPM_HERR_007115) and CT scan of fluid-preserved Psammobates tentorius specimen MVZ Herp_69192. Testudinoids have stiff connective tissue encasing each set of manual and pedal digits in an immobile extended stub-like palm, with only the ungual claws protruding.",Yes,Yes,No,No,NA,37.8,0,Vlachos and Rabi 2018 [https://doi.org/10.1111/cla.12227],"The earliest extinct crown testudinids are from the Priabonian (Vlachos and Rabi 2018 [https://doi.org/10.1111/cla.12227]), which has an older bound of 37.8 Ma (https://stratigraphy.org/timescale/). Because the species ID of this Recent specimen is unresolved, we conservatively date the upper bound for its divergence accordingly.",Calipers,mm,No,71,45,54,49.5,6.3,0.13,1.43,0.09,0.11,NA,NA,NA,NA,NA,NA,NA,"Hand length is either 6.28 or 12.16, depending on whether unclear bone is metacarpal or distal carpal. Specimen is uncatalogued. It's a tortoise so it's part of Testudinidae. Need ask Jacques or someone else whether bone is carpal or metacarpal. I need to check whether I have a photo of the specimen to show him.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-c025,Week of 3/3/2020,AMNH_FARB_05345,Champsosaurus_natator,Champsosaurus_natator__AMNH_FARB_05345,Yes,"Gauthier 1994 [https://doi.org/10.1017/S247526300000129X], Neenan et al. 2013 [https://doi.org/10.1038/ncomms2633 ], and Simões et al. 2020 [https://doi.org/10.1038/s41467-020-17190-9] place Choristodera as a basally branching lineage of stem archosaur.",Pan-Reptilia,Archosauromorpha,Stem Archosaurs,Choristodera,No,"Fossil, cast",NA,Ambiguous,Data Deficient,data deficient,predominantly freshwater,"Choristoderes were highly adapted to an aquatic lifestyle. Many but not all of them gave birth to live young (Ji et al. 2010 [https://doi.org/10.1007/s00114-010-0654-2]; Jiang et al. 2023 [https://doi.org/10.1038/s41559-023-02074-0]), and the necks of champsosaurs in particular were more limited in dorsiflexion than modern crocodilians, casting doubt on their ability to ambush terrestrial prey (Matsumoto et al. 2020 [https://doi.org/10.1111/joa.13600]). However, it remains disputed whether they were capable on walking on land (see Ji et al. 2010 [https://doi.org/10.1007/s00114-010-0654-2] and references therein). As a result, their current designation remains tentative. Choristoderes have only been found in freshwater paleoenvironments (Sues 2019 [Sues H-D (2019). The Rise of Reptiles: 320 Million Years of Evolution. John Hopkins University Press: Baltimore. 385 pp.]).",NA,NA (fossil taxon: not Recent),"Unclear, aquat.","Unclear, aquat.","Unclear, aquat.","Unclear, aquat.","At least one specimen of the choristodere Monjurosuchus splendens preserve skin impressions that show complete, extensive pedal webbing and complete moderate-to-extensive manual webbing (Gao et al. 2000 [https://doi.org/10.1671/0272-4634(2000)020[0417:EFMOAS]2.0.CO;2]). However, to our knowledge, no known champsosaur specimens show similarly direct evidence of interdigital webbing. Based on exceptional soft-tissue preservation, webbing has been clearly identified in one species of choristodere (Monjurosuchus splendens [GMV 2135]: Gao et al. 2000 [https://doi.org/10.1671/0272-4634(2000)020[0417:EFMOAS]2.0.CO;2]), and suggested for Hyphalosaurus on the basis of scale morphology in PKUP V1052 (Gao and Ksepka 2008 [https://doi.org/10.1111/j.1469-7580.2008.00907.x]), though the latter claim has yet to be tested with other modalities of data. To our knowledge, interdigital webbing has not been directly demonstrated in any choristodere taxa except for Monjurosuchus, so the webbing phenotypes of individual species within Choristodera remain unclear.",No,Yes,Yes,No (but can if needed),NA,83.5,66,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=67587&is_real_user=1),NA,Calipers,mm,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,99,91,0.92,1.4,0.65,0.76,80% sure this is hindlimb and not forelimb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
